,capability,label,template
393,TempOrder,0,"{time_entity_l} ago I started suffering from {ade}, {time_entity_s} ago I started being on {drug}."
394,TempOrder,0,"{time_entity_l} ago I started suffering from {ade}, {time_entity_s} ago I started being treated with {drug}."
395,TempOrder,0,"{time_entity_l} ago I started suffering from {ade}, {time_entity_s} ago I started taking {drug}."
396,Beneff,0,I'm taking {drug} and experiencing weight loss. I'm happy because I was trying to lose weight anyway.
397,Beneff,0,{drug} gives me weight loss. I'm happy because I was trying to lose weight anyway.
398,Beneff,0,I always have weight loss when I'm on {drug}. I'm happy because I was trying to lose weight anyway.
399,Beneff,0,"For me, weight loss is a side-effect of {drug}. I'm happy because I was trying to lose weight anyway."
400,Beneff,0,I'm taking {drug} and experiencing weight gain. I'm happy because I was trying to gain weight anyway.
401,Beneff,0,{drug} gives me weight gain. I'm happy because I was trying to gain weight anyway.
402,Beneff,0,I always have weight gain when I'm on {drug}. I'm happy because I was trying to gain weight anyway.
403,Beneff,0,"For me, weight gain is a side-effect of {drug}. I'm happy because I was trying to gain weight anyway."
404,Beneff,0,I'm taking {drug} and experiencing sleepiness. I'm happy because I had trouble sleeping at night before.
405,Beneff,0,{drug} gives me sleepiness. I'm happy because I had trouble sleeping at night before.
406,Beneff,0,I always have sleepiness when I'm on {drug}. I'm happy because I had trouble sleeping at night before.
407,Beneff,0,"For me, sleepiness is a side-effect of {drug}. I'm happy because I had trouble sleeping at night before."
408,Beneff,0,I'm taking {drug} and experiencing decreased need for sleep. I'm happy because I had trouble staying awake during the day before.
409,Beneff,0,{drug} gives me decreased need for sleep. I'm happy because I had trouble staying awake during the day before.
410,Beneff,0,I always have decreased need for sleep when I'm on {drug}. I'm happy because I had trouble staying awake during the day before.
411,Beneff,0,"For me, decreased need for sleep is a side-effect of {drug}. I'm happy because I had trouble staying awake during the day before."
412,Beneff,0,I'm taking {drug} and experiencing loss of appetite. I'm happy because I was overeating before.
413,Beneff,0,{drug} gives me loss of appetite. I'm happy because I was overeating before.
414,Beneff,0,I always have loss of appetite when I'm on {drug}. I'm happy because I was overeating before.
415,Beneff,0,"For me, loss of appetite is a side-effect of {drug}. I'm happy because I was overeating before."
416,Beneff,0,I'm taking {drug} and experiencing increased appetite. I'm happy because I was suffering from loss of appetite before.
417,Beneff,0,{drug} gives me increased appetite. I'm happy because I was suffering from loss of appetite before.
418,Beneff,0,I always have increased appetite when I'm on {drug}. I'm happy because I was suffering from loss of appetite before.
419,Beneff,0,"For me, increased appetite is a side-effect of {drug}. I'm happy because I was suffering from loss of appetite before."
420,Negation,0,I started taking {drug} and did not experience {ade}.
421,Negation,0,I took {drug} and did not experience {ade}.
422,Negation,0,I was medicated with {drug} and did not experience {ade}.
423,Negation,0,I was on {drug} and did not experience {ade}.
424,Negation,0,I was put on {drug} and did not experience {ade}.
425,Negation,0,I was treated with {drug} and did not experience {ade}.
426,Negation,0,I've never encountered {ade} when I started taking {drug}.
427,Negation,0,I've never encountered {ade} when I was medicated with {drug}.
428,Negation,0,I've never encountered {ade} when I was put on {drug}.
429,Negation,0,I've never encountered {ade} when I was treated with {drug}.
430,Negation,0,I've never encountered {ade} when taking {drug}.
431,Negation,0,I've never endured {ade} when I started taking {drug}.
432,Negation,0,I've never endured {ade} when I was medicated with {drug}.
433,Negation,0,I've never endured {ade} when I was put on {drug}.
434,Negation,0,I've never endured {ade} when I was treated with {drug}.
435,Negation,0,I've never endured {ade} when taking {drug}.
436,Negation,0,I've never experienced {ade} when I started taking {drug}.
437,Negation,0,I've never experienced {ade} when I was medicated with {drug}.
438,Negation,0,I've never experienced {ade} when I was put on {drug}.
439,Negation,0,I've never experienced {ade} when I was treated with {drug}.
440,Negation,0,I've never experienced {ade} when taking {drug}.
441,Negation,0,I've never had {ade} when I started taking {drug}.
442,Negation,0,I've never had {ade} when I was medicated with {drug}.
443,Negation,0,I've never had {ade} when I was put on {drug}.
444,Negation,0,I've never had {ade} when I was treated with {drug}.
445,Negation,0,I've never had {ade} when taking {drug}.
446,Negation,0,I've never lived through {ade} when I started taking {drug}.
447,Negation,0,I've never lived through {ade} when I was medicated with {drug}.
448,Negation,0,I've never lived through {ade} when I was put on {drug}.
449,Negation,0,I've never lived through {ade} when I was treated with {drug}.
450,Negation,0,I've never lived through {ade} when taking {drug}.
451,Negation,0,I've never suffered from {ade} when I started taking {drug}.
452,Negation,0,I've never suffered from {ade} when I was medicated with {drug}.
453,Negation,0,I've never suffered from {ade} when I was put on {drug}.
454,Negation,0,I've never suffered from {ade} when I was treated with {drug}.
455,Negation,0,I've never suffered from {ade} when taking {drug}.
456,Negation,0,"For me, {drug} didn't cause {ade}."
457,Negation,0,No signs of {ade} when I started taking {drug}.
458,Negation,0,No signs of {ade} when I was medicated with {drug}.
459,Negation,0,No signs of {ade} when I was put on {drug}.
460,Negation,0,No signs of {ade} when I was treated with {drug}.
461,Negation,0,No signs of {ade} when taking {drug}.
462,Negation,0,I'm lucky I wasn't encountering {ade} when I started taking {drug}.
463,Negation,0,I'm lucky I wasn't encountering {ade} when I was medicated with {drug}.
464,Negation,0,I'm lucky I wasn't encountering {ade} when I was put on {drug}.
465,Negation,0,I'm lucky I wasn't encountering {ade} when I was treated with {drug}.
466,Negation,0,I'm lucky I wasn't encountering {ade} when taking {drug}.
467,Negation,0,I'm lucky I wasn't enduring {ade} when I started taking {drug}.
468,Negation,0,I'm lucky I wasn't enduring {ade} when I was medicated with {drug}.
469,Negation,0,I'm lucky I wasn't enduring {ade} when I was put on {drug}.
470,Negation,0,I'm lucky I wasn't enduring {ade} when I was treated with {drug}.
471,Negation,0,I'm lucky I wasn't enduring {ade} when taking {drug}.
472,Negation,0,I'm lucky I wasn't experiencing {ade} when I started taking {drug}.
473,Negation,0,I'm lucky I wasn't experiencing {ade} when I was medicated with {drug}.
474,Negation,0,I'm lucky I wasn't experiencing {ade} when I was put on {drug}.
475,Negation,0,I'm lucky I wasn't experiencing {ade} when I was treated with {drug}.
476,Negation,0,I'm lucky I wasn't experiencing {ade} when taking {drug}.
477,Negation,0,I'm lucky I wasn't having {ade} when I started taking {drug}.
478,Negation,0,I'm lucky I wasn't having {ade} when I was medicated with {drug}.
479,Negation,0,I'm lucky I wasn't having {ade} when I was put on {drug}.
480,Negation,0,I'm lucky I wasn't having {ade} when I was treated with {drug}.
481,Negation,0,I'm lucky I wasn't having {ade} when taking {drug}.
482,Negation,0,I'm lucky I wasn't living through {ade} when I started taking {drug}.
483,Negation,0,I'm lucky I wasn't living through {ade} when I was medicated with {drug}.
484,Negation,0,I'm lucky I wasn't living through {ade} when I was put on {drug}.
485,Negation,0,I'm lucky I wasn't living through {ade} when I was treated with {drug}.
486,Negation,0,I'm lucky I wasn't living through {ade} when taking {drug}.
487,Negation,0,I'm lucky I wasn't suffering from {ade} when I started taking {drug}.
488,Negation,0,I'm lucky I wasn't suffering from {ade} when I was medicated with {drug}.
489,Negation,0,I'm lucky I wasn't suffering from {ade} when I was put on {drug}.
490,Negation,0,I'm lucky I wasn't suffering from {ade} when I was treated with {drug}.
491,Negation,0,I'm lucky I wasn't suffering from {ade} when taking {drug}.
492,Negation,0,I am taking {drug} without encountering {ade}.
493,Negation,0,I am taking {drug} without enduring {ade}.
494,Negation,0,I am taking {drug} without experiencing {ade}.
495,Negation,0,I am taking {drug} without having {ade}.
496,Negation,0,I am taking {drug} without living through {ade}.
497,Negation,0,I am taking {drug} without suffering from {ade}.
498,Negation,0,Taking {drug} didn't cause {ade} for me.
499,Negation,0,Never encountered {ade} caused by {drug}.
500,Negation,0,Never endured {ade} caused by {drug}.
501,Negation,0,Never experienced {ade} caused by {drug}.
502,Negation,0,Never had {ade} caused by {drug}.
503,Negation,0,Never lived through {ade} caused by {drug}.
504,Negation,0,Never suffered from {ade} caused by {drug}.
505,Negation,0,"Ever since I started taking {drug}, I've had no signs of {ade}."
506,Negation,0,"For me, {ade} is not a side-effect of {drug}."
507,Negation,0,"For me, {drug}-related {ade} has never been an issue."
508,TempOrder,1,I started taking {drug} before encountering {ade}.
509,TempOrder,1,I started taking {drug} before enduring {ade}.
510,TempOrder,1,I started taking {drug} before experiencing {ade}.
511,TempOrder,1,I started taking {drug} before having {ade}.
512,TempOrder,1,I started taking {drug} before living through {ade}.
513,TempOrder,1,I started taking {drug} before suffering from {ade}.
514,TempOrder,1,I took {drug} before encountering {ade}.
515,TempOrder,1,I took {drug} before enduring {ade}.
516,TempOrder,1,I took {drug} before experiencing {ade}.
517,TempOrder,1,I took {drug} before having {ade}.
518,TempOrder,1,I took {drug} before living through {ade}.
519,TempOrder,1,I took {drug} before suffering from {ade}.
520,TempOrder,1,I was medicated with {drug} before encountering {ade}.
521,TempOrder,1,I was medicated with {drug} before enduring {ade}.
522,TempOrder,1,I was medicated with {drug} before experiencing {ade}.
523,TempOrder,1,I was medicated with {drug} before having {ade}.
524,TempOrder,1,I was medicated with {drug} before living through {ade}.
525,TempOrder,1,I was medicated with {drug} before suffering from {ade}.
526,TempOrder,1,I was on {drug} before encountering {ade}.
527,TempOrder,1,I was on {drug} before enduring {ade}.
528,TempOrder,1,I was on {drug} before experiencing {ade}.
529,TempOrder,1,I was on {drug} before having {ade}.
530,TempOrder,1,I was on {drug} before living through {ade}.
531,TempOrder,1,I was on {drug} before suffering from {ade}.
532,TempOrder,1,I was put on {drug} before encountering {ade}.
533,TempOrder,1,I was put on {drug} before enduring {ade}.
534,TempOrder,1,I was put on {drug} before experiencing {ade}.
535,TempOrder,1,I was put on {drug} before having {ade}.
536,TempOrder,1,I was put on {drug} before living through {ade}.
537,TempOrder,1,I was put on {drug} before suffering from {ade}.
538,TempOrder,1,I was treated with {drug} before encountering {ade}.
539,TempOrder,1,I was treated with {drug} before enduring {ade}.
540,TempOrder,1,I was treated with {drug} before experiencing {ade}.
541,TempOrder,1,I was treated with {drug} before having {ade}.
542,TempOrder,1,I was treated with {drug} before living through {ade}.
543,TempOrder,1,I was treated with {drug} before suffering from {ade}.
544,TempOrder,1,"After I started taking {drug}, I encountered {ade}."
545,TempOrder,1,"After I started taking {drug}, I endured {ade}."
546,TempOrder,1,"After I started taking {drug}, I experienced {ade}."
547,TempOrder,1,"After I started taking {drug}, I had {ade}."
548,TempOrder,1,"After I started taking {drug}, I lived through {ade}."
549,TempOrder,1,"After I started taking {drug}, I suffered from {ade}."
550,TempOrder,1,"After I was medicated with {drug}, I encountered {ade}."
551,TempOrder,1,"After I was medicated with {drug}, I endured {ade}."
552,TempOrder,1,"After I was medicated with {drug}, I experienced {ade}."
553,TempOrder,1,"After I was medicated with {drug}, I had {ade}."
554,TempOrder,1,"After I was medicated with {drug}, I lived through {ade}."
555,TempOrder,1,"After I was medicated with {drug}, I suffered from {ade}."
556,TempOrder,1,"After I was put on {drug}, I encountered {ade}."
557,TempOrder,1,"After I was put on {drug}, I endured {ade}."
558,TempOrder,1,"After I was put on {drug}, I experienced {ade}."
559,TempOrder,1,"After I was put on {drug}, I had {ade}."
560,TempOrder,1,"After I was put on {drug}, I lived through {ade}."
561,TempOrder,1,"After I was put on {drug}, I suffered from {ade}."
562,TempOrder,1,"After I was treated with {drug}, I encountered {ade}."
563,TempOrder,1,"After I was treated with {drug}, I endured {ade}."
564,TempOrder,1,"After I was treated with {drug}, I experienced {ade}."
565,TempOrder,1,"After I was treated with {drug}, I had {ade}."
566,TempOrder,1,"After I was treated with {drug}, I lived through {ade}."
567,TempOrder,1,"After I was treated with {drug}, I suffered from {ade}."
568,TempOrder,1,"After taking {drug}, I encountered {ade}."
569,TempOrder,1,"After taking {drug}, I endured {ade}."
570,TempOrder,1,"After taking {drug}, I experienced {ade}."
571,TempOrder,1,"After taking {drug}, I had {ade}."
572,TempOrder,1,"After taking {drug}, I lived through {ade}."
573,TempOrder,1,"After taking {drug}, I suffered from {ade}."
574,TempOrder,1,I started taking {drug} before I encountered {ade}.
575,TempOrder,1,I started taking {drug} before I endured {ade}.
576,TempOrder,1,I started taking {drug} before I experienced {ade}.
577,TempOrder,1,I started taking {drug} before I had {ade}.
578,TempOrder,1,I started taking {drug} before I lived through {ade}.
579,TempOrder,1,I started taking {drug} before I suffered from {ade}.
580,TempOrder,1,I took {drug} before I encountered {ade}.
581,TempOrder,1,I took {drug} before I endured {ade}.
582,TempOrder,1,I took {drug} before I experienced {ade}.
583,TempOrder,1,I took {drug} before I had {ade}.
584,TempOrder,1,I took {drug} before I lived through {ade}.
585,TempOrder,1,I took {drug} before I suffered from {ade}.
586,TempOrder,1,I was medicated with {drug} before I encountered {ade}.
587,TempOrder,1,I was medicated with {drug} before I endured {ade}.
588,TempOrder,1,I was medicated with {drug} before I experienced {ade}.
589,TempOrder,1,I was medicated with {drug} before I had {ade}.
590,TempOrder,1,I was medicated with {drug} before I lived through {ade}.
591,TempOrder,1,I was medicated with {drug} before I suffered from {ade}.
592,TempOrder,1,I was on {drug} before I encountered {ade}.
593,TempOrder,1,I was on {drug} before I endured {ade}.
594,TempOrder,1,I was on {drug} before I experienced {ade}.
595,TempOrder,1,I was on {drug} before I had {ade}.
596,TempOrder,1,I was on {drug} before I lived through {ade}.
597,TempOrder,1,I was on {drug} before I suffered from {ade}.
598,TempOrder,1,I was put on {drug} before I encountered {ade}.
599,TempOrder,1,I was put on {drug} before I endured {ade}.
600,TempOrder,1,I was put on {drug} before I experienced {ade}.
601,TempOrder,1,I was put on {drug} before I had {ade}.
602,TempOrder,1,I was put on {drug} before I lived through {ade}.
603,TempOrder,1,I was put on {drug} before I suffered from {ade}.
604,TempOrder,1,I was treated with {drug} before I encountered {ade}.
605,TempOrder,1,I was treated with {drug} before I endured {ade}.
606,TempOrder,1,I was treated with {drug} before I experienced {ade}.
607,TempOrder,1,I was treated with {drug} before I had {ade}.
608,TempOrder,1,I was treated with {drug} before I lived through {ade}.
609,TempOrder,1,I was treated with {drug} before I suffered from {ade}.
610,TempOrder,1,I started taking {drug} ahead of encountering {ade}.
611,TempOrder,1,I started taking {drug} ahead of enduring {ade}.
612,TempOrder,1,I started taking {drug} ahead of experiencing {ade}.
613,TempOrder,1,I started taking {drug} ahead of having {ade}.
614,TempOrder,1,I started taking {drug} ahead of living through {ade}.
615,TempOrder,1,I started taking {drug} ahead of suffering from {ade}.
616,TempOrder,1,I took {drug} ahead of encountering {ade}.
617,TempOrder,1,I took {drug} ahead of enduring {ade}.
618,TempOrder,1,I took {drug} ahead of experiencing {ade}.
619,TempOrder,1,I took {drug} ahead of having {ade}.
620,TempOrder,1,I took {drug} ahead of living through {ade}.
621,TempOrder,1,I took {drug} ahead of suffering from {ade}.
622,TempOrder,1,I was medicated with {drug} ahead of encountering {ade}.
623,TempOrder,1,I was medicated with {drug} ahead of enduring {ade}.
624,TempOrder,1,I was medicated with {drug} ahead of experiencing {ade}.
625,TempOrder,1,I was medicated with {drug} ahead of having {ade}.
626,TempOrder,1,I was medicated with {drug} ahead of living through {ade}.
627,TempOrder,1,I was medicated with {drug} ahead of suffering from {ade}.
628,TempOrder,1,I was on {drug} ahead of encountering {ade}.
629,TempOrder,1,I was on {drug} ahead of enduring {ade}.
630,TempOrder,1,I was on {drug} ahead of experiencing {ade}.
631,TempOrder,1,I was on {drug} ahead of having {ade}.
632,TempOrder,1,I was on {drug} ahead of living through {ade}.
633,TempOrder,1,I was on {drug} ahead of suffering from {ade}.
634,TempOrder,1,I was put on {drug} ahead of encountering {ade}.
635,TempOrder,1,I was put on {drug} ahead of enduring {ade}.
636,TempOrder,1,I was put on {drug} ahead of experiencing {ade}.
637,TempOrder,1,I was put on {drug} ahead of having {ade}.
638,TempOrder,1,I was put on {drug} ahead of living through {ade}.
639,TempOrder,1,I was put on {drug} ahead of suffering from {ade}.
640,TempOrder,1,I was treated with {drug} ahead of encountering {ade}.
641,TempOrder,1,I was treated with {drug} ahead of enduring {ade}.
642,TempOrder,1,I was treated with {drug} ahead of experiencing {ade}.
643,TempOrder,1,I was treated with {drug} ahead of having {ade}.
644,TempOrder,1,I was treated with {drug} ahead of living through {ade}.
645,TempOrder,1,I was treated with {drug} ahead of suffering from {ade}.
646,TempOrder,1,"Before encountering {ade}, I started taking {drug}."
647,TempOrder,1,"Before encountering {ade}, I took {drug}."
648,TempOrder,1,"Before encountering {ade}, I was medicated with {drug}."
649,TempOrder,1,"Before encountering {ade}, I was on {drug}."
650,TempOrder,1,"Before encountering {ade}, I was put on {drug}."
651,TempOrder,1,"Before encountering {ade}, I was treated with {drug}."
652,TempOrder,1,"Before enduring {ade}, I started taking {drug}."
653,TempOrder,1,"Before enduring {ade}, I took {drug}."
654,TempOrder,1,"Before enduring {ade}, I was medicated with {drug}."
655,TempOrder,1,"Before enduring {ade}, I was on {drug}."
656,TempOrder,1,"Before enduring {ade}, I was put on {drug}."
657,TempOrder,1,"Before enduring {ade}, I was treated with {drug}."
658,TempOrder,1,"Before experiencing {ade}, I started taking {drug}."
659,TempOrder,1,"Before experiencing {ade}, I took {drug}."
660,TempOrder,1,"Before experiencing {ade}, I was medicated with {drug}."
661,TempOrder,1,"Before experiencing {ade}, I was on {drug}."
662,TempOrder,1,"Before experiencing {ade}, I was put on {drug}."
663,TempOrder,1,"Before experiencing {ade}, I was treated with {drug}."
664,TempOrder,1,"Before having {ade}, I started taking {drug}."
665,TempOrder,1,"Before having {ade}, I took {drug}."
666,TempOrder,1,"Before having {ade}, I was medicated with {drug}."
667,TempOrder,1,"Before having {ade}, I was on {drug}."
668,TempOrder,1,"Before having {ade}, I was put on {drug}."
669,TempOrder,1,"Before having {ade}, I was treated with {drug}."
670,TempOrder,1,"Before living through {ade}, I started taking {drug}."
671,TempOrder,1,"Before living through {ade}, I took {drug}."
672,TempOrder,1,"Before living through {ade}, I was medicated with {drug}."
673,TempOrder,1,"Before living through {ade}, I was on {drug}."
674,TempOrder,1,"Before living through {ade}, I was put on {drug}."
675,TempOrder,1,"Before living through {ade}, I was treated with {drug}."
676,TempOrder,1,"Before suffering from {ade}, I started taking {drug}."
677,TempOrder,1,"Before suffering from {ade}, I took {drug}."
678,TempOrder,1,"Before suffering from {ade}, I was medicated with {drug}."
679,TempOrder,1,"Before suffering from {ade}, I was on {drug}."
680,TempOrder,1,"Before suffering from {ade}, I was put on {drug}."
681,TempOrder,1,"Before suffering from {ade}, I was treated with {drug}."
682,TempOrder,1,"Ahead of encountering {ade}, I started taking {drug}."
683,TempOrder,1,"Ahead of encountering {ade}, I took {drug}."
684,TempOrder,1,"Ahead of encountering {ade}, I was medicated with {drug}."
685,TempOrder,1,"Ahead of encountering {ade}, I was on {drug}."
686,TempOrder,1,"Ahead of encountering {ade}, I was put on {drug}."
687,TempOrder,1,"Ahead of encountering {ade}, I was treated with {drug}."
688,TempOrder,1,"Ahead of enduring {ade}, I started taking {drug}."
689,TempOrder,1,"Ahead of enduring {ade}, I took {drug}."
690,TempOrder,1,"Ahead of enduring {ade}, I was medicated with {drug}."
691,TempOrder,1,"Ahead of enduring {ade}, I was on {drug}."
692,TempOrder,1,"Ahead of enduring {ade}, I was put on {drug}."
693,TempOrder,1,"Ahead of enduring {ade}, I was treated with {drug}."
694,TempOrder,1,"Ahead of experiencing {ade}, I started taking {drug}."
695,TempOrder,1,"Ahead of experiencing {ade}, I took {drug}."
696,TempOrder,1,"Ahead of experiencing {ade}, I was medicated with {drug}."
697,TempOrder,1,"Ahead of experiencing {ade}, I was on {drug}."
698,TempOrder,1,"Ahead of experiencing {ade}, I was put on {drug}."
699,TempOrder,1,"Ahead of experiencing {ade}, I was treated with {drug}."
700,TempOrder,1,"Ahead of having {ade}, I started taking {drug}."
701,TempOrder,1,"Ahead of having {ade}, I took {drug}."
702,TempOrder,1,"Ahead of having {ade}, I was medicated with {drug}."
703,TempOrder,1,"Ahead of having {ade}, I was on {drug}."
704,TempOrder,1,"Ahead of having {ade}, I was put on {drug}."
705,TempOrder,1,"Ahead of having {ade}, I was treated with {drug}."
706,TempOrder,1,"Ahead of living through {ade}, I started taking {drug}."
707,TempOrder,1,"Ahead of living through {ade}, I took {drug}."
708,TempOrder,1,"Ahead of living through {ade}, I was medicated with {drug}."
709,TempOrder,1,"Ahead of living through {ade}, I was on {drug}."
710,TempOrder,1,"Ahead of living through {ade}, I was put on {drug}."
711,TempOrder,1,"Ahead of living through {ade}, I was treated with {drug}."
712,TempOrder,1,"Ahead of suffering from {ade}, I started taking {drug}."
713,TempOrder,1,"Ahead of suffering from {ade}, I took {drug}."
714,TempOrder,1,"Ahead of suffering from {ade}, I was medicated with {drug}."
715,TempOrder,1,"Ahead of suffering from {ade}, I was on {drug}."
716,TempOrder,1,"Ahead of suffering from {ade}, I was put on {drug}."
717,TempOrder,1,"Ahead of suffering from {ade}, I was treated with {drug}."
718,TempOrder,1,"When I started encountering {ade}, I was already medicated with {drug}."
719,TempOrder,1,"When I started encountering {ade}, I was already on {drug}."
720,TempOrder,1,"When I started encountering {ade}, I was already taking {drug}."
721,TempOrder,1,"When I started encountering {ade}, I was already treated with {drug}."
722,TempOrder,1,"When I started enduring {ade}, I was already medicated with {drug}."
723,TempOrder,1,"When I started enduring {ade}, I was already on {drug}."
724,TempOrder,1,"When I started enduring {ade}, I was already taking {drug}."
725,TempOrder,1,"When I started enduring {ade}, I was already treated with {drug}."
726,TempOrder,1,"When I started experiencing {ade}, I was already medicated with {drug}."
727,TempOrder,1,"When I started experiencing {ade}, I was already on {drug}."
728,TempOrder,1,"When I started experiencing {ade}, I was already taking {drug}."
729,TempOrder,1,"When I started experiencing {ade}, I was already treated with {drug}."
730,TempOrder,1,"When I started having {ade}, I was already medicated with {drug}."
731,TempOrder,1,"When I started having {ade}, I was already on {drug}."
732,TempOrder,1,"When I started having {ade}, I was already taking {drug}."
733,TempOrder,1,"When I started having {ade}, I was already treated with {drug}."
734,TempOrder,1,"When I started living through {ade}, I was already medicated with {drug}."
735,TempOrder,1,"When I started living through {ade}, I was already on {drug}."
736,TempOrder,1,"When I started living through {ade}, I was already taking {drug}."
737,TempOrder,1,"When I started living through {ade}, I was already treated with {drug}."
738,TempOrder,1,"When I started suffering from {ade}, I was already medicated with {drug}."
739,TempOrder,1,"When I started suffering from {ade}, I was already on {drug}."
740,TempOrder,1,"When I started suffering from {ade}, I was already taking {drug}."
741,TempOrder,1,"When I started suffering from {ade}, I was already treated with {drug}."
742,TempOrder,1,"I was already medicated with {drug}, when I started encountering {ade}."
743,TempOrder,1,"I was already medicated with {drug}, when I started enduring {ade}."
744,TempOrder,1,"I was already medicated with {drug}, when I started experiencing {ade}."
745,TempOrder,1,"I was already medicated with {drug}, when I started having {ade}."
746,TempOrder,1,"I was already medicated with {drug}, when I started living through {ade}."
747,TempOrder,1,"I was already medicated with {drug}, when I started suffering from {ade}."
748,TempOrder,1,"I was already on {drug}, when I started encountering {ade}."
749,TempOrder,1,"I was already on {drug}, when I started enduring {ade}."
750,TempOrder,1,"I was already on {drug}, when I started experiencing {ade}."
751,TempOrder,1,"I was already on {drug}, when I started having {ade}."
752,TempOrder,1,"I was already on {drug}, when I started living through {ade}."
753,TempOrder,1,"I was already on {drug}, when I started suffering from {ade}."
754,TempOrder,1,"I was already taking {drug}, when I started encountering {ade}."
755,TempOrder,1,"I was already taking {drug}, when I started enduring {ade}."
756,TempOrder,1,"I was already taking {drug}, when I started experiencing {ade}."
757,TempOrder,1,"I was already taking {drug}, when I started having {ade}."
758,TempOrder,1,"I was already taking {drug}, when I started living through {ade}."
759,TempOrder,1,"I was already taking {drug}, when I started suffering from {ade}."
760,TempOrder,1,"I was already treated with {drug}, when I started encountering {ade}."
761,TempOrder,1,"I was already treated with {drug}, when I started enduring {ade}."
762,TempOrder,1,"I was already treated with {drug}, when I started experiencing {ade}."
763,TempOrder,1,"I was already treated with {drug}, when I started having {ade}."
764,TempOrder,1,"I was already treated with {drug}, when I started living through {ade}."
765,TempOrder,1,"I was already treated with {drug}, when I started suffering from {ade}."
766,TempOrder,1,"I was medicated with {drug}, when I encountered {ade}."
767,TempOrder,1,"I was medicated with {drug}, when I endured {ade}."
768,TempOrder,1,"I was medicated with {drug}, when I experienced {ade}."
769,TempOrder,1,"I was medicated with {drug}, when I had {ade}."
770,TempOrder,1,"I was medicated with {drug}, when I lived through {ade}."
771,TempOrder,1,"I was medicated with {drug}, when I suffered from {ade}."
772,TempOrder,1,"I was on {drug}, when I encountered {ade}."
773,TempOrder,1,"I was on {drug}, when I endured {ade}."
774,TempOrder,1,"I was on {drug}, when I experienced {ade}."
775,TempOrder,1,"I was on {drug}, when I had {ade}."
776,TempOrder,1,"I was on {drug}, when I lived through {ade}."
777,TempOrder,1,"I was on {drug}, when I suffered from {ade}."
778,TempOrder,1,"I was taking {drug}, when I encountered {ade}."
779,TempOrder,1,"I was taking {drug}, when I endured {ade}."
780,TempOrder,1,"I was taking {drug}, when I experienced {ade}."
781,TempOrder,1,"I was taking {drug}, when I had {ade}."
782,TempOrder,1,"I was taking {drug}, when I lived through {ade}."
783,TempOrder,1,"I was taking {drug}, when I suffered from {ade}."
784,TempOrder,1,"I was treated with {drug}, when I encountered {ade}."
785,TempOrder,1,"I was treated with {drug}, when I endured {ade}."
786,TempOrder,1,"I was treated with {drug}, when I experienced {ade}."
787,TempOrder,1,"I was treated with {drug}, when I had {ade}."
788,TempOrder,1,"I was treated with {drug}, when I lived through {ade}."
789,TempOrder,1,"I was treated with {drug}, when I suffered from {ade}."
790,TempOrder,1,"I was encountering {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
791,TempOrder,1,"I was enduring {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
792,TempOrder,1,"I was experiencing {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
793,TempOrder,1,"I was having {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
794,TempOrder,1,"I was living through {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
795,TempOrder,1,"I was suffering from {ade}, and I am sure it was due to the {drug} because I had never had {ade} before."
796,TempOrder,1,Should I stop taking {drug} when I'm encountering {ade}?
797,TempOrder,1,Should I stop taking {drug} when I'm enduring {ade}?
798,TempOrder,1,Should I stop taking {drug} when I'm experiencing {ade}?
799,TempOrder,1,Should I stop taking {drug} when I'm having {ade}?
800,TempOrder,1,Should I stop taking {drug} when I'm living through {ade}?
801,TempOrder,1,Should I stop taking {drug} when I'm suffering from {ade}?
802,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm encountering {ade}."
803,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm enduring {ade}."
804,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm experiencing {ade}."
805,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm having {ade}."
806,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm living through {ade}."
807,TempOrder,1,"I'm unsure if I should stop taking {drug}, when I'm suffering from {ade}."
808,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started encountering {ade}."
809,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started enduring {ade}."
810,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started experiencing {ade}."
811,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started having {ade}."
812,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started living through {ade}."
813,TempOrder,1,"I was medicated with {drug} for {time_entity}, now I started suffering from {ade}."
814,TempOrder,1,"I was on {drug} for {time_entity}, now I started encountering {ade}."
815,TempOrder,1,"I was on {drug} for {time_entity}, now I started enduring {ade}."
816,TempOrder,1,"I was on {drug} for {time_entity}, now I started experiencing {ade}."
817,TempOrder,1,"I was on {drug} for {time_entity}, now I started having {ade}."
818,TempOrder,1,"I was on {drug} for {time_entity}, now I started living through {ade}."
819,TempOrder,1,"I was on {drug} for {time_entity}, now I started suffering from {ade}."
